route_key,route_original,city_origin,city_destination_main,is_multi_destination,destination_count,created_at
742,"BOGOTA D.C. - AGUA DE DIOS , BOGOTA D.C. - RAQUIRA",BOGOTA D.C.,AGUA DE DIOS,1,2,2026-04-22 20:01:39
743,"MONTERIA - LOS CORDOBAS , MONTERIA - TIERRALTA",MONTERIA,LOS CORDOBAS,1,2,2026-04-22 20:01:39
744,"BOGOTA D.C. - DOSQUEBRADAS , BOGOTA D.C. - VILLANUEVA",BOGOTA D.C.,DOSQUEBRADAS,1,2,2026-04-22 20:01:39
745,"BOGOTA D.C. - SIMITI , BOGOTA D.C. - ZAMBRANO",BOGOTA D.C.,SIMITI,1,2,2026-04-22 20:01:39
746,BOGOTA D.C. - PUEBLO RICO,BOGOTA D.C.,PUEBLO RICO,0,1,2026-04-22 20:01:39
747,BOGOTA D.C. - TAMESIS,BOGOTA D.C.,TAMESIS,0,1,2026-04-22 20:01:39
748,"MONTERIA - PUERTO LIBERTADOR , MONTERIA - SAN - V.",MONTERIA,PUERTO LIBERTADOR,1,2,2026-04-22 20:01:39
749,"PEREIRA - MARSELLA , PEREIRA - MARSELLA",PEREIRA,MARSELLA,1,2,2026-04-22 20:01:39
750,PEREIRA - MARSELLA,PEREIRA,MARSELLA,0,1,2026-04-22 20:01:39
751,BOGOTA D.C. - CUBARA,BOGOTA D.C.,CUBARA,0,1,2026-04-22 20:01:39
752,PEREIRA - PUEBLO RICO,PEREIRA,PUEBLO RICO,0,1,2026-04-22 20:01:39
753,"BOGOTA D.C. - GIRON , GIRON - BUCARAMANGA",BOGOTA D.C.,GIRON,1,2,2026-04-22 20:01:39
754,"VALLEDUPAR - VALLEDUPAR , VALLEDUPAR - VALLEDUPAR",VALLEDUPAR,VALLEDUPAR,1,2,2026-04-22 20:01:39
755,SINCELEJO - GUARANDA,SINCELEJO,GUARANDA,0,1,2026-04-22 20:01:39
756,POPAYAN - TOTORO,POPAYAN,TOTORO,0,1,2026-04-22 20:01:39
757,"VALLEDUPAR - CHIRIGUANA , VALLEDUPAR - LA GLORIA , VALLEDUPAR - AGUACHICA",VALLEDUPAR,CHIRIGUANA,1,3,2026-04-22 20:01:39
758,BOGOTA D.C. - CIMITARRA,BOGOTA D.C.,CIMITARRA,0,1,2026-04-22 20:01:39
759,BOGOTA D.C. - SANTO TOMAS,BOGOTA D.C.,SANTO TOMAS,0,1,2026-04-22 20:01:39
760,VALLEDUPAR - VALLEDUPAR,VALLEDUPAR,VALLEDUPAR,0,1,2026-04-22 20:01:39
761,YOPAL - TRINIDAD,YOPAL,TRINIDAD,0,1,2026-04-22 20:01:39
762,"BOGOTA D.C. - CIENAGA , BOGOTA D.C. - BUGA",BOGOTA D.C.,CIENAGA,1,2,2026-04-22 20:01:39
763,"BOGOTA D.C. - JUNIN , BOGOTA D.C. - GIRARDOT",BOGOTA D.C.,JUNIN,1,2,2026-04-22 20:01:39
764,"BOGOTA D.C. - CALI , BOGOTA D.C. - CALI",BOGOTA D.C.,CALI,1,2,2026-04-22 20:01:39
765,SANTA MARTA - CIENAGA,SANTA MARTA,CIENAGA,0,1,2026-04-22 20:01:39
766,"IBAGUE - ATACO , IBAGUE - SUAREZ",IBAGUE,ATACO,1,2,2026-04-22 20:01:39
767,BOGOTA D.C. - SOLEDAD,BOGOTA D.C.,SOLEDAD,0,1,2026-04-22 20:01:39
768,"BOGOTA D.C. - SOACHA , BOGOTA D.C. - SOACHA",BOGOTA D.C.,SOACHA,1,2,2026-04-22 20:01:39
769,VALLEDUPAR - SAN MARTIN,VALLEDUPAR,SAN MARTIN,0,1,2026-04-22 20:01:39
770,"BARRANQUILLA - SABANALARGA , BARRANQUILLA - REPELON , BARRANQUILLA - CANDELARIA , BARRANQUILLA - PALMAR - VARELA (ATLANTICO)",BARRANQUILLA,SABANALARGA,1,4,2026-04-22 20:01:39
771,BOGOTA D.C. - JAMUNDI,BOGOTA D.C.,JAMUNDI,0,1,2026-04-22 20:01:39
772,BOGOTA D.C. - CUMBAL,BOGOTA D.C.,CUMBAL,0,1,2026-04-22 20:01:39
773,BOGOTA D.C. - MONTELIBANO,BOGOTA D.C.,MONTELIBANO,0,1,2026-04-22 20:01:39
774,BOGOTA D.C. - EL DORADO,BOGOTA D.C.,EL DORADO,0,1,2026-04-22 20:01:39
775,TUNJA - SUSACON,TUNJA,SUSACON,0,1,2026-04-22 20:01:39
776,BOGOTA D.C. - PLANADAS,BOGOTA D.C.,PLANADAS,0,1,2026-04-22 20:01:39
777,BOGOTA D.C. - DOSQUEBRADAS,BOGOTA D.C.,DOSQUEBRADAS,0,1,2026-04-22 20:01:39
778,"RIOHACHA - DIBULLA GUAJIRA , RIOHACHA - SAN JUAN DEL CESAR - GUAJIRA , RIOHACHA - VILLANUEVA , RIOHACHA - MAICAO",RIOHACHA,DIBULLA GUAJIRA,1,4,2026-04-22 20:01:39
779,"BARRANQUILLA - POLONUEVO , BARRANQUILLA - POLONUEVO",BARRANQUILLA,POLONUEVO,1,2,2026-04-22 20:01:39
780,VALLEDUPAR - CURUMANI,VALLEDUPAR,CURUMANI,0,1,2026-04-22 20:01:39
781,TUNJA - TOTA,TUNJA,TOTA,0,1,2026-04-22 20:01:39
782,"BOGOTA D.C. - CORDOBA , BOGOTA D.C. - NECOCLI",BOGOTA D.C.,CORDOBA,1,2,2026-04-22 20:01:39
783,BOGOTA D.C. - PUERTO NARINO,BOGOTA D.C.,PUERTO NARINO,0,1,2026-04-22 20:01:39
784,"BOGOTA D.C. - PITALITO , BOGOTA D.C. - SAN GIL , BOGOTA D.C. - SANTUARIO",BOGOTA D.C.,PITALITO,1,3,2026-04-22 20:01:39
785,TUNJA - CALDAS,TUNJA,CALDAS,0,1,2026-04-22 20:01:39
786,"MONTERIA - MOMIL , MONTERIA - PUEBLO NUEVO",MONTERIA,MOMIL,1,2,2026-04-22 20:01:39
787,"BOGOTA D.C. - MAICAO , BOGOTA D.C. - SAN JACINTO",BOGOTA D.C.,MAICAO,1,2,2026-04-22 20:01:39
788,BOGOTA D.C. - CALARCA,BOGOTA D.C.,CALARCA,0,1,2026-04-22 20:01:39
789,MEDELLIN - VALPARAISO,MEDELLIN,VALPARAISO,0,1,2026-04-22 20:01:39
790,MOCOA - MALLAMA,MOCOA,MALLAMA,0,1,2026-04-22 20:01:39
791,"PEREIRA - PUEBLO RICO , PEREIRA - PUEBLO RICO",PEREIRA,PUEBLO RICO,1,2,2026-04-22 20:01:39
792,"CUCUTA - CUCUTILLA , CUCUTA - TIBU , CUCUTA - OCAÑA",CUCUTA,CUCUTILLA,1,3,2026-04-22 20:01:39
793,MANIZALES - PENSILVANIA,MANIZALES,PENSILVANIA,0,1,2026-04-22 20:01:39
794,BOGOTA D.C. - AGUSTIN CODAZZI,BOGOTA D.C.,AGUSTIN CODAZZI,0,1,2026-04-22 20:01:39
795,"MANIZALES - CHINCHINA , MANIZALES - CHINCHINA , MANIZALES - CHINCHINA",MANIZALES,CHINCHINA,1,3,2026-04-22 20:01:39
796,"PEREIRA - DOSQUEBRADAS , PEREIRA - MARSELLA",PEREIRA,DOSQUEBRADAS,1,2,2026-04-22 20:01:39
797,"IBAGUE - CAJAMARCA , IBAGUE - ROVIRA , IBAGUE - PIEDRAS , IBAGUE - VALLE - S.JUAN",IBAGUE,CAJAMARCA,1,4,2026-04-22 20:01:39
798,QUIBDO - BOJAYA,QUIBDO,BOJAYA,0,1,2026-04-22 20:01:39
799,"BOGOTA D.C. - MEDELLIN , BOGOTA D.C. - SANTA MARTA , BOGOTA D.C. - RIOHACHA",BOGOTA D.C.,MEDELLIN,1,3,2026-04-22 20:01:39
800,BOGOTA D.C. - GUASCA,BOGOTA D.C.,GUASCA,0,1,2026-04-22 20:01:39
801,MEDELLIN - ITAGUI,MEDELLIN,ITAGUI,0,1,2026-04-22 20:01:39
802,"CUCUTA - LOS PATIOS , CUCUTA - SAN CAYETANO , CUCUTA - VILLA ROSARIO",CUCUTA,LOS PATIOS,1,3,2026-04-22 20:01:39
803,BOGOTA D.C. - PAZ - RIO,BOGOTA D.C.,PAZ - RIO,0,1,2026-04-22 20:01:39
804,MONTERIA - CIENAGA - ORO,MONTERIA,CIENAGA - ORO,0,1,2026-04-22 20:01:39
805,BOGOTA D.C. - VILLA - LEYVA,BOGOTA D.C.,VILLA - LEYVA,0,1,2026-04-22 20:01:39
806,YOPAL - AGUAZUL,YOPAL,AGUAZUL,0,1,2026-04-22 20:01:39
807,"TUNJA - SUSACON , TUNJA - TUTASA",TUNJA,SUSACON,1,2,2026-04-22 20:01:39
808,BOGOTA D.C. - SAN - DE ARAMA,BOGOTA D.C.,SAN - DE ARAMA,0,1,2026-04-22 20:01:39
809,"SINCELEJO - SINCE , SINCELEJO - SINCE , SINCELEJO - SINCE",SINCELEJO,SINCE,1,3,2026-04-22 20:01:39
810,"ARMENIA - BUENAVISTA , ARMENIA - CORDOBA , ARMENIA - PIJAO , ARMENIA - CIRCASIA",ARMENIA,BUENAVISTA,1,4,2026-04-22 20:01:39
811,"BOGOTA D.C. - NECOCLI , BOGOTA D.C. - NECOCLI",BOGOTA D.C.,NECOCLI,1,2,2026-04-22 20:01:39
812,BOGOTA D.C. - MARIQUITA,BOGOTA D.C.,MARIQUITA,0,1,2026-04-22 20:01:39
813,IBAGUE - MARIQUITA,IBAGUE,MARIQUITA,0,1,2026-04-22 20:01:39
814,TUNJA - PESCA,TUNJA,PESCA,0,1,2026-04-22 20:01:39
815,"CALI - BUENAVENTURA , CALI - BUENAVENTURA",CALI,BUENAVENTURA,1,2,2026-04-22 20:01:39
816,BOGOTA D.C. - APULO,BOGOTA D.C.,APULO,0,1,2026-04-22 20:01:39
817,"PASTO - SAN BERNARDO , PASTO - CUASPUD-CARLOSAMA",PASTO,SAN BERNARDO,1,2,2026-04-22 20:01:39
818,TUNJA - SOATA,TUNJA,SOATA,0,1,2026-04-22 20:01:39
819,BOGOTA D.C. - VISTA HERMOSA,BOGOTA D.C.,VISTA HERMOSA,0,1,2026-04-22 20:01:39
820,"MANIZALES - LA DORADA , MANIZALES - LA DORADA",MANIZALES,LA DORADA,1,2,2026-04-22 20:01:39
821,BOGOTA D.C. - SUAZA,BOGOTA D.C.,SUAZA,0,1,2026-04-22 20:01:39
822,BOGOTA D.C. - ZONA - - MAGDALENA,BOGOTA D.C.,ZONA - - MAGDALENA,0,1,2026-04-22 20:01:39
823,TUNJA - MONGUA,TUNJA,MONGUA,0,1,2026-04-22 20:01:39
824,BOGOTA D.C. - TIERRALTA,BOGOTA D.C.,TIERRALTA,0,1,2026-04-22 20:01:39
825,BOGOTA D.C. - MAGANGUE,BOGOTA D.C.,MAGANGUE,0,1,2026-04-22 20:01:39
826,MEDELLIN - VIGIA - FUERTE,MEDELLIN,VIGIA - FUERTE,0,1,2026-04-22 20:01:39
827,CALI - FLORIDA,CALI,FLORIDA,0,1,2026-04-22 20:01:39
828,"FLORENCIA - CARTAGENA - CHAIRA , FLORENCIA - SAN - CAGUAN",FLORENCIA,CARTAGENA - CHAIRA,1,2,2026-04-22 20:01:39
829,BOGOTA D.C. - PITALITO,BOGOTA D.C.,PITALITO,0,1,2026-04-22 20:01:39
830,"RIOHACHA - DIBULLA GUAJIRA , RIOHACHA - SAN JUAN DEL CESAR - GUAJIRA",RIOHACHA,DIBULLA GUAJIRA,1,2,2026-04-22 20:01:39
831,FLORENCIA - BELEN - LOS A.,FLORENCIA,BELEN - LOS A.,0,1,2026-04-22 20:01:39
832,BOGOTA D.C. - LA PLATA,BOGOTA D.C.,LA PLATA,0,1,2026-04-22 20:01:39
833,BOGOTA D.C. - MPIO. - SAN - DEL - (BOLIVAR),BOGOTA D.C.,MPIO. - SAN - DEL - (BOLIVAR),0,1,2026-04-22 20:01:39
834,"BOGOTA D.C. - ENVIGADO , BOGOTA D.C. - MEDELLIN",BOGOTA D.C.,ENVIGADO,1,2,2026-04-22 20:01:39
835,"YOPAL - PORE , YOPAL - NUNCHIA , YOPAL - TAURAMENA",YOPAL,PORE,1,3,2026-04-22 20:01:39
836,"BUCARAMANGA - SAN GIL , BUCARAMANGA - PINCHOTE , BUCARAMANGA - MALAGA",BUCARAMANGA,SAN GIL,1,3,2026-04-22 20:01:39
837,TUNJA - LA VICTORIA,TUNJA,LA VICTORIA,0,1,2026-04-22 20:01:39
838,"BOGOTA D.C. - TUMACO , BOGOTA D.C. - QUIBDO , BOGOTA D.C. - CARTAGENA",BOGOTA D.C.,TUMACO,1,3,2026-04-22 20:01:39
839,BOGOTA D.C. - MESETAS,BOGOTA D.C.,MESETAS,0,1,2026-04-22 20:01:39
840,"BOGOTA D.C. - CARTAGENA , BOGOTA D.C. - POPAYAN , BOGOTA D.C. - SAN ANDRES",BOGOTA D.C.,CARTAGENA,1,3,2026-04-22 20:01:39
841,BOGOTA D.C. - NOVITA,BOGOTA D.C.,NOVITA,0,1,2026-04-22 20:01:39
842,CARTAGENA - MORALES,CARTAGENA,MORALES,0,1,2026-04-22 20:01:39
843,"MONTERIA - SAHAGUN , MONTERIA - LORICA",MONTERIA,SAHAGUN,1,2,2026-04-22 20:01:39
844,MANIZALES - FILADELFIA,MANIZALES,FILADELFIA,0,1,2026-04-22 20:01:39
845,CUCUTA - CACOTA,CUCUTA,CACOTA,0,1,2026-04-22 20:01:39
846,"CUCUTA - ABREGO , CUCUTA - LA PLAYA",CUCUTA,ABREGO,1,2,2026-04-22 20:01:39
847,BOGOTA D.C. - BELEN - LOS A.,BOGOTA D.C.,BELEN - LOS A.,0,1,2026-04-22 20:01:39
848,IBAGUE - SALDAÑA,IBAGUE,SALDAÑA,0,1,2026-04-22 20:01:39
849,SANTA MARTA - PUEBLO VIEJO,SANTA MARTA,PUEBLO VIEJO,0,1,2026-04-22 20:01:39
850,"MANIZALES - SAMANA , MANIZALES - PACORA",MANIZALES,SAMANA,1,2,2026-04-22 20:01:39
851,BOGOTA D.C. - VILLAPINZON,BOGOTA D.C.,VILLAPINZON,0,1,2026-04-22 20:01:39
852,BOGOTA D.C. - ANSERMA,BOGOTA D.C.,ANSERMA,0,1,2026-04-22 20:01:39
853,BOGOTA D.C. - EL BAGRE,BOGOTA D.C.,EL BAGRE,0,1,2026-04-22 20:01:39
854,"ARMENIA - LA TEBAIDA , ARMENIA - CORDOBA",ARMENIA,LA TEBAIDA,1,2,2026-04-22 20:01:39
855,BOGOTA D.C. - EL RETORNO,BOGOTA D.C.,EL RETORNO,0,1,2026-04-22 20:01:39
856,CUCUTA - PAMPLONITA,CUCUTA,PAMPLONITA,0,1,2026-04-22 20:01:39
857,BOGOTA D.C. - JENESANO,BOGOTA D.C.,JENESANO,0,1,2026-04-22 20:01:39
858,SINCELEJO - COVENAS (SUCRE),SINCELEJO,COVENAS (SUCRE),0,1,2026-04-22 20:01:39
859,"BARRANQUILLA - PUERTO COLOMBIA , BARRANQUILLA - SANTO TOMAS",BARRANQUILLA,PUERTO COLOMBIA,1,2,2026-04-22 20:01:39
860,"BOGOTA D.C. - CUCUTA , BOGOTA D.C. - LETICIA",BOGOTA D.C.,CUCUTA,1,2,2026-04-22 20:01:39
861,"SAN - DEL GUAVIAR - SAN - DEL GUAVIAR , SAN - DEL GUAVIAR - SAN - DEL GUAVIAR",SAN,DEL GUAVIAR - SAN - DEL GUAVIAR,1,2,2026-04-22 20:01:39
862,BOGOTA D.C. - CAJICA,BOGOTA D.C.,CAJICA,0,1,2026-04-22 20:01:39
863,BOGOTA D.C. - TUQUERRES,BOGOTA D.C.,TUQUERRES,0,1,2026-04-22 20:01:39
864,CALI - LA CUMBRE,CALI,LA CUMBRE,0,1,2026-04-22 20:01:39
865,"RIOHACHA - URIBIA , RIOHACHA - MAICAO , RIOHACHA - MANAURE",RIOHACHA,URIBIA,1,3,2026-04-22 20:01:39
866,IBAGUE - VILLARRICA,IBAGUE,VILLARRICA,0,1,2026-04-22 20:01:39
867,PEREIRA - DOSQUEBRADAS,PEREIRA,DOSQUEBRADAS,0,1,2026-04-22 20:01:39
868,BOGOTA D.C. - CISNEROS,BOGOTA D.C.,CISNEROS,0,1,2026-04-22 20:01:39
869,BOGOTA D.C. - GACHETA,BOGOTA D.C.,GACHETA,0,1,2026-04-22 20:01:39
870,BOGOTA D.C. - VALPARAISO,BOGOTA D.C.,VALPARAISO,0,1,2026-04-22 20:01:39
871,MEDELLIN - ENTRERRIOS,MEDELLIN,ENTRERRIOS,0,1,2026-04-22 20:01:39
872,FLORENCIA - EL DONCELLO,FLORENCIA,EL DONCELLO,0,1,2026-04-22 20:01:39
873,"ARMENIA - CALARCA , ARMENIA - SALENTO , ARMENIA - FILANDIA , ARMENIA - QUIMBAYA , ARMENIA - CIRCASIA",ARMENIA,CALARCA,1,5,2026-04-22 20:01:39
874,IBAGUE - LERIDA,IBAGUE,LERIDA,0,1,2026-04-22 20:01:39
875,BOGOTA D.C. - CARTAGENA - CHAIRA,BOGOTA D.C.,CARTAGENA - CHAIRA,0,1,2026-04-22 20:01:39
876,"TUNJA - TIBASOSA , TUNJA - SORACA , TUNJA - CHIVATA , TUNJA - CUCAITA , TUNJA - SACHICA , TUNJA - VILLA - LEYVA",TUNJA,TIBASOSA,1,6,2026-04-22 20:01:39
877,"TUNJA - DUITAMA , TUNJA - TURMEQUE , TUNJA - RAMIRIQUI , TUNJA - TUTA , TUNJA - PAIPA , TUNJA - NUEVO COLON",TUNJA,DUITAMA,1,6,2026-04-22 20:01:39
878,TUNJA - PAYA,TUNJA,PAYA,0,1,2026-04-22 20:01:39
879,IBAGUE - CUNDAY,IBAGUE,CUNDAY,0,1,2026-04-22 20:01:39
880,CUCUTA - SALAZAR,CUCUTA,SALAZAR,0,1,2026-04-22 20:01:39
881,"BARRANQUILLA - MALAMBO , BARRANQUILLA - MALAMBO",BARRANQUILLA,MALAMBO,1,2,2026-04-22 20:01:39
882,MANIZALES - MARULANDA,MANIZALES,MARULANDA,0,1,2026-04-22 20:01:39
883,MEDELLIN - SANTO DOMINGO,MEDELLIN,SANTO DOMINGO,0,1,2026-04-22 20:01:39
884,"VALLEDUPAR - SAN MARTIN , VALLEDUPAR - CURUMANI",VALLEDUPAR,SAN MARTIN,1,2,2026-04-22 20:01:39
885,CARTAGENA - MELGAR,CARTAGENA,MELGAR,0,1,2026-04-22 20:01:39
886,"BOGOTA D.C. - VALLEDUPAR , BOGOTA D.C. - MEDELLIN",BOGOTA D.C.,VALLEDUPAR,1,2,2026-04-22 20:01:39
887,"CALI - DAGUA , CALI - GUACARI - DEL CAUCA) , CALI - EL CERRITO , CALI - PRADERA",CALI,DAGUA,1,4,2026-04-22 20:01:39
888,"SANTA MARTA - ARACATACA , SANTA MARTA - ZONA - - MAGDALENA",SANTA MARTA,ARACATACA,1,2,2026-04-22 20:01:39
889,MANIZALES - MELGAR,MANIZALES,MELGAR,0,1,2026-04-22 20:01:39
890,SANTA MARTA - FUNDACION,SANTA MARTA,FUNDACION,0,1,2026-04-22 20:01:39
891,BOGOTA D.C. - PAIPA,BOGOTA D.C.,PAIPA,0,1,2026-04-22 20:01:39
892,TUNJA - MELGAR,TUNJA,MELGAR,0,1,2026-04-22 20:01:39
893,BUCARAMANGA - MELGAR,BUCARAMANGA,MELGAR,0,1,2026-04-22 20:01:39
894,VILLAVICENCIO - MELGAR,VILLAVICENCIO,MELGAR,0,1,2026-04-22 20:01:39
895,"IBAGUE - RIOBLANCO , IBAGUE - FRESNO",IBAGUE,RIOBLANCO,1,2,2026-04-22 20:01:39
896,MEDELLIN - MONTEBELLO,MEDELLIN,MONTEBELLO,0,1,2026-04-22 20:01:39
897,BOGOTA D.C. - MOÑITOS,BOGOTA D.C.,MOÑITOS,0,1,2026-04-22 20:01:39
898,"BOGOTA D.C. - FUSAGASUGA , BOGOTA D.C. - ALBAN , BOGOTA D.C. - TIBIRITA , BOGOTA D.C. - FOMEQUE",BOGOTA D.C.,FUSAGASUGA,1,4,2026-04-22 20:01:39
899,"BOGOTA D.C. - NEIVA , BOGOTA D.C. - CARTAGENA",BOGOTA D.C.,NEIVA,1,2,2026-04-22 20:01:39
900,BOGOTA D.C. - LA PINTADA,BOGOTA D.C.,LA PINTADA,0,1,2026-04-22 20:01:39
901,"BOGOTA D.C. - MEDELLIN , BOGOTA D.C. - MONTERIA",BOGOTA D.C.,MEDELLIN,1,2,2026-04-22 20:01:39
902,MANIZALES - MANZANARES,MANIZALES,MANZANARES,0,1,2026-04-22 20:01:39
903,FLORENCIA - MORELIA,FLORENCIA,MORELIA,0,1,2026-04-22 20:01:39
904,"SAN - DEL GUAVIAR - EL RETORNO , SAN - DEL GUAVIAR - EL RETORNO",SAN,DEL GUAVIAR - EL RETORNO,1,2,2026-04-22 20:01:39
905,BOGOTA D.C. - LERIDA,BOGOTA D.C.,LERIDA,0,1,2026-04-22 20:01:39
906,BOGOTA D.C. - INZA,BOGOTA D.C.,INZA,0,1,2026-04-22 20:01:39
907,BOGOTA D.C. - CARTAGO,BOGOTA D.C.,CARTAGO,0,1,2026-04-22 20:01:39
908,MEDELLIN - PUERTO NARE,MEDELLIN,PUERTO NARE,0,1,2026-04-22 20:01:39
909,"TUNJA - CORRALES , TUNJA - SUTATENZA",TUNJA,CORRALES,1,2,2026-04-22 20:01:39
910,"BOGOTA D.C. - INIRIDA , BOGOTA D.C. - LETICIA",BOGOTA D.C.,INIRIDA,1,2,2026-04-22 20:01:39
911,BOGOTA D.C. - SAN CARLOS,BOGOTA D.C.,SAN CARLOS,0,1,2026-04-22 20:01:39
912,CALI - CARTAGO,CALI,CARTAGO,0,1,2026-04-22 20:01:39
913,BOGOTA D.C. - PIEDRAS,BOGOTA D.C.,PIEDRAS,0,1,2026-04-22 20:01:39
914,BOGOTA D.C. - SAPUYES,BOGOTA D.C.,SAPUYES,0,1,2026-04-22 20:01:39
915,CALI - ARMENIA,CALI,ARMENIA,0,1,2026-04-22 20:01:39
916,CARTAGENA - ZAMBRANO,CARTAGENA,ZAMBRANO,0,1,2026-04-22 20:01:39
917,MEDELLIN - CANASGORDAS,MEDELLIN,CANASGORDAS,0,1,2026-04-22 20:01:39
918,BOGOTA D.C. - GUADUAS,BOGOTA D.C.,GUADUAS,0,1,2026-04-22 20:01:39
919,YOPAL - TAURAMENA,YOPAL,TAURAMENA,0,1,2026-04-22 20:01:39
920,BOGOTA D.C. - MARIA - BAJA,BOGOTA D.C.,MARIA - BAJA,0,1,2026-04-22 20:01:39
921,NEIVA - GUADALUPE,NEIVA,GUADALUPE,0,1,2026-04-22 20:01:39
922,"ARMENIA - SALENTO , ARMENIA - FILANDIA",ARMENIA,SALENTO,1,2,2026-04-22 20:01:39
923,TUNJA - GACHANTIVA,TUNJA,GACHANTIVA,0,1,2026-04-22 20:01:39
924,"BARRANQUILLA - TUBARA , BARRANQUILLA - BARANOA",BARRANQUILLA,TUBARA,1,2,2026-04-22 20:01:39
925,"NEIVA - HOBO , NEIVA - TIMANA",NEIVA,HOBO,1,2,2026-04-22 20:01:39
926,CARTAGENA - VALLEDUPAR,CARTAGENA,VALLEDUPAR,0,1,2026-04-22 20:01:39
927,VILLAVICENCIO - ACACIAS,VILLAVICENCIO,ACACIAS,0,1,2026-04-22 20:01:39
928,BOGOTA D.C. - EL COLEGIO,BOGOTA D.C.,EL COLEGIO,0,1,2026-04-22 20:01:39
929,BOGOTA D.C. - EL ROSAL,BOGOTA D.C.,EL ROSAL,0,1,2026-04-22 20:01:39
930,BOGOTA D.C. - HATILLO - LOBA,BOGOTA D.C.,HATILLO - LOBA,0,1,2026-04-22 20:01:39
931,SANTA MARTA - NUEVA - (MAGDALENA),SANTA MARTA,NUEVA - (MAGDALENA),0,1,2026-04-22 20:01:39
932,SINCELEJO - TOLU,SINCELEJO,TOLU,0,1,2026-04-22 20:01:39
933,"LETICIA - PUERTO NARINO , LETICIA - PUERTO NARINO",LETICIA,PUERTO NARINO,1,2,2026-04-22 20:01:39
934,"BARRANQUILLA - SUAN , BARRANQUILLA - REPELON , BARRANQUILLA - LURUACO , BARRANQUILLA - PONEDERA",BARRANQUILLA,SUAN,1,4,2026-04-22 20:01:39
935,CARTAGENA - CALI,CARTAGENA,CALI,0,1,2026-04-22 20:01:39
936,"PEREIRA - APIA , PEREIRA - SANTA - DE CABAL",PEREIRA,APIA,1,2,2026-04-22 20:01:39
937,SAN - DEL GUAVIAR - EL RETORNO,SAN,DEL GUAVIAR - EL RETORNO,0,1,2026-04-22 20:01:39
938,MONTERIA - VALLEDUPAR,MONTERIA,VALLEDUPAR,0,1,2026-04-22 20:01:39
939,"BOGOTA D.C. - MANI , BOGOTA D.C. - AMAGA",BOGOTA D.C.,MANI,1,2,2026-04-22 20:01:39
940,"BOGOTA D.C. - MANIZALES , BOGOTA D.C. - BARRANQUILLA",BOGOTA D.C.,MANIZALES,1,2,2026-04-22 20:01:39
941,BOGOTA D.C. - SOPO,BOGOTA D.C.,SOPO,0,1,2026-04-22 20:01:39
942,BOGOTA D.C. - ANDES,BOGOTA D.C.,ANDES,0,1,2026-04-22 20:01:39
943,BOGOTA D.C. - HISPANIA,BOGOTA D.C.,HISPANIA,0,1,2026-04-22 20:01:39
944,"VILLAVICENCIO - SAN MARTIN , VILLAVICENCIO - GUAMAL , VILLAVICENCIO - ACACIAS , VILLAVICENCIO - RESTREPO",VILLAVICENCIO,SAN MARTIN,1,4,2026-04-22 20:01:39
945,CARTAGENA - MEDELLIN,CARTAGENA,MEDELLIN,0,1,2026-04-22 20:01:39
946,BOGOTA D.C. - SAN - DE BORBUR,BOGOTA D.C.,SAN - DE BORBUR,0,1,2026-04-22 20:01:39
947,VILLAVICENCIO - PUERTO CONCORDIA,VILLAVICENCIO,PUERTO CONCORDIA,0,1,2026-04-22 20:01:39
948,"BUCARAMANGA - BARRANCABERMEJA , BUCARAMANGA - SAN GIL",BUCARAMANGA,BARRANCABERMEJA,1,2,2026-04-22 20:01:39
949,BOGOTA D.C. - VILLANUEVA,BOGOTA D.C.,VILLANUEVA,0,1,2026-04-22 20:01:39
950,MANIZALES - VILLAMARIA,MANIZALES,VILLAMARIA,0,1,2026-04-22 20:01:39
951,"BOGOTA D.C. - YOPAL , BOGOTA D.C. - MONTERIA",BOGOTA D.C.,YOPAL,1,2,2026-04-22 20:01:39
952,"RIOHACHA - HATONUEVO , RIOHACHA - DIBULLA GUAJIRA",RIOHACHA,HATONUEVO,1,2,2026-04-22 20:01:39
953,CARTAGENA - TUNJA,CARTAGENA,TUNJA,0,1,2026-04-22 20:01:39
954,CUCUTA - LABATECA,CUCUTA,LABATECA,0,1,2026-04-22 20:01:39
955,"BARRANQUILLA - PUERTO COLOMBIA , BARRANQUILLA - SANTO TOMAS , BARRANQUILLA - SABANAGRANDE , BARRANQUILLA - GALAPA",BARRANQUILLA,PUERTO COLOMBIA,1,4,2026-04-22 20:01:39
956,BOGOTA D.C. - SAN - BETULIA,BOGOTA D.C.,SAN - BETULIA,0,1,2026-04-22 20:01:39
957,CUCUTA - HERRAN,CUCUTA,HERRAN,0,1,2026-04-22 20:01:39
958,MONTERIA - MUNICIPIO - LA - - CORDOBA,MONTERIA,MUNICIPIO - LA - - CORDOBA,0,1,2026-04-22 20:01:39
959,BOGOTA D.C. - GARZON,BOGOTA D.C.,GARZON,0,1,2026-04-22 20:01:39
960,VILLAVICENCIO - LA MACARENA,VILLAVICENCIO,LA MACARENA,0,1,2026-04-22 20:01:39
961,CALI - PRADERA,CALI,PRADERA,0,1,2026-04-22 20:01:39
962,"MANIZALES - ANSERMA , MANIZALES - NEIRA",MANIZALES,ANSERMA,1,2,2026-04-22 20:01:39
963,"BOGOTA D.C. - BOJACA , BOGOTA D.C. - CHIA",BOGOTA D.C.,BOJACA,1,2,2026-04-22 20:01:39
